Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.10.3-192.168.10.17-88-46131-6,192.168.10.17,46131,192.168.10.3,88,6,5/7/2017 8:42,1088,9,6,3150,3152,1575,0,350,694.5097192,1576,0,525.3333333,813.8429005,5792279.412,13786.76471,77.71428571,210.3771078,805,2,1088,136,293.8517605,860,3,1014,202.8,342.1347688,805,2,0,0,0,0,304,208,8272.058824,5514.705882,0,1576,393.875,704.585067,496440.1167,0,0,0,1,0,0,0,0,0,420.1333333,350,525.3333333,0,0,0,0,0,0,9,3150,6,3152,29200,2081,2,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.16-91.189.88.161-37380-80-6,192.168.10.16,37380,91.189.88.161,80,6,5/7/2017 8:42,579225,132,150,160,320799,160,0,1.212121212,13.92621248,4344,0,2138.66,831.8348267,554118.0025,486.8574388,2061.298932,12214.52594,94632,0,579225,4421.564885,17683.93123,95158,1,483900,3247.651007,15697.10339,94740,2,0,0,0,0,4232,4808,227.890716,258.9667228,0,4344,1134.130742,1227.920672,1507789.178,0,0,0,1,0,0,0,0,1,1138.152482,1.212121212,2138.66,0,0,0,0,0,0,132,160,150,320799,29200,237,1,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.15-49666-49413-6,192.168.10.15,49413,192.168.10.3,49666,6,5/7/2017 8:42,3,2,0,12,0,6,6,6,0,0,0,0,0,4000000,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,0,0,0,40,0,666666.6667,0,6,6,6,0,0,0,0,0,0,1,1,0,0,0,9,6,0,0,0,0,0,0,0,2,12,0,0,253,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.15-49666-49413-6,192.168.10.3,49666,192.168.10.15,49413,6,5/7/2017 8:42,4,3,0,18,0,6,6,6,0,0,0,0,0,4500000,750000,2,1.414213562,3,1,4,2,1.414213562,3,1,0,0,0,0,0,0,0,0,0,60,0,750000,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,8,6,0,0,0,0,0,0,0,3,18,0,0,2052,-1,2,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.12-88-49894-6,192.168.10.12,49894,192.168.10.3,88,6,5/7/2017 8:43,1080,9,6,3130,3124,1565,0,347.7777778,690.1001336,1562,0,520.6666667,806.6133316,5790740.741,13888.88889,77.14285714,212.1145761,811,1,1080,135,308.0987782,894,1,993,198.6,345.9498519,811,3,0,0,0,0,304,208,8333.333333,5555.555556,0,1565,390.875,699.2188856,488907.05,0,0,0,1,0,0,0,0,0,416.9333333,347.7777778,520.6666667,0,0,0,0,0,0,9,3130,6,3124,29200,260,2,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.12-389-43838-6,192.168.10.12,43838,192.168.10.3,389,6,5/7/2017 8:43,5008522,39,26,5996,10284,403,0,153.7435897,139.3017773,1173,126,395.5384615,344.6042636,3250.459916,12.9778805,78258.15625,387630.6852,2673701,3,5008522,131803.2105,498594.8965,2673701,3,3570045,142801.8,559237.1266,2715645,3,1,0,0,0,1248,832,7.7867283,5.1911522,0,1173,249.5151515,266.6626934,71108.99207,0,1,0,0,1,0,0,0,0,253.3538462,153.7435897,395.5384615,0,0,0,0,0,0,39,5996,26,10284,367,2078,25,32,0,0,0,0,0,0,0,0,BENIGN
131.253.61.82-192.168.10.15-443-49452-6,192.168.10.15,49452,131.253.61.82,443,6,5/7/2017 8:43,4,2,0,91,0,85,6,45.5,55.86143571,0,0,0,0,2.28E+07,500000,4,0,4,4,4,4,0,4,4,0,0,0,0,0,1,0,0,0,40,0,500000,0,6,85,58.66666667,45.61067127,2080.333333,0,1,0,0,1,0,0,0,0,88,45.5,0,0,0,0,0,0,0,2,91,0,0,256,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
172.16.0.1-192.168.10.50-49631-80-6,172.16.0.1,49631,192.168.10.50,80,6,5/7/2017 2:24,5169956,8,6,1101,4222,410,0,137.625,185.7586279,3525,0,703.6666667,1395.868284,1029.602573,2.707953414,397688.9231,1368409.299,4951173,112,218783,31254.71429,30686.29396,78311,219,5169833,1033966.6,2218975.06,5002421,840,0,0,0,0,172,132,1.547401951,1.160551463,0,3525,354.8666667,895.1151456,801231.1238,0,0,0,1,0,0,0,0,0,380.2142857,137.625,703.6666667,0,0,0,0,0,0,8,1101,6,4222,8192,254,7,20,0,0,0,0,0,0,0,0,DoS slowloris
172.16.0.1-192.168.10.50-49631-80-6,172.16.0.1,49631,192.168.10.50,80,6,5/7/2017 2:24,229,2,0,12,0,6,6,6,0,0,0,0,0,52401.74672,8733.624454,229,0,229,229,229,229,0,229,229,0,0,0,0,0,0,0,0,0,40,0,8733.624454,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,0,0,0,0,0,0,2,12,0,0,253,-1,1,20,0,0,0,0,0,0,0,0,DoS slowloris
172.16.0.1-192.168.10.50-49632-80-6,172.16.0.1,49632,192.168.10.50,80,6,5/7/2017 2:24,5001928,3,1,12,0,6,0,4,3.464101615,0,0,0,0,2.399074917,0.799691639,1667309.333,2886995.878,5000925,127,5001928,2500964,3535478.752,5000925,1003,0,0,0,0,0,0,0,0,0,72,32,0.599768729,0.19992291,0,6,2.4,3.286335345,10.8,0,0,0,1,0,0,0,0,0,3,4,0,0,0,0,0,0,0,3,12,1,0,8192,29200,2,20,0,0,0,0,0,0,0,0,DoS slowloris
