Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.10.1-192.168.10.3-53-61666-17,192.168.10.3,61666,192.168.10.1,53,17,5/7/2017 2:35,30305,1,1,54,70,54,54,54,0,70,70,70,0,4091.734037,65.99571028,30305,0,30305,30305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,32.99785514,32.99785514,54,70,59.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,89,54,70,0,0,0,0,0,0,1,54,1,70,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
162.208.22.39-192.168.10.8-80-59071-6,192.168.10.8,59071,162.208.22.39,80,6,5/7/2017 2:41,5525493,3,1,12,0,6,0,4,3.464101615,0,0,0,0,2.171751914,0.723917305,1841831,3155656.448,5485597,83,5525493,2762746.5,3850692.105,5485597,39896,0,0,0,0,0,0,0,0,0,72,32,0.542937979,0.180979326,0,6,2.4,3.286335345,10.8,0,0,0,1,0,0,0,0,0,3,4,0,0,0,0,0,0,0,3,12,1,0,8192,29200,2,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.8-104.97.73.166-59067-80-6,192.168.10.8,59067,104.97.73.166,80,6,5/7/2017 2:41,5685103,3,1,12,0,6,0,4,3.464101615,0,0,0,0,2.110779699,0.703593233,1895034.333,3261928.753,5661561,73,5685103,2842551.5,3986681.467,5661561,23542,0,0,0,0,0,0,0,0,0,72,32,0.527694925,0.175898308,0,6,2.4,3.286335345,10.8,0,0,0,1,0,0,0,0,0,3,4,0,0,0,0,0,0,0,3,12,1,0,8192,29200,2,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.9-53-58456-17,192.168.10.9,58456,192.168.10.3,53,17,5/7/2017 1:41,142,2,2,82,138,41,41,41,0,69,69,69,0,1549295.775,28169.01408,47.33333333,75.92320682,135,3,4,4,0,4,4,3,3,0,3,3,0,0,0,0,40,40,14084.50704,14084.50704,41,69,52.2,15.33623161,235.2,0,0,0,0,0,0,0,0,1,65.25,41,69,0,0,0,0,0,0,2,82,2,138,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.25-17.253.14.253-123-123-17,192.168.10.25,123,17.253.14.253,123,17,5/7/2017 2:39,63021615,2,2,96,96,48,48,48,0,48,48,48,0,3.046573783,0.063470287,2.10E+07,3.63E+07,6.30E+07,23802,6.30E+07,6.30E+07,0,6.30E+07,6.30E+07,6.30E+07,6.30E+07,0,6.30E+07,6.30E+07,0,0,0,0,40,40,0.031735144,0.031735144,48,48,48,0,0,0,0,0,0,0,0,0,0,1,60,48,48,0,0,0,0,0,0,2,96,2,96,-1,-1,1,20,23858,0,23858,23858,6.30E+07,0,6.30E+07,6.30E+07,BENIGN
192.168.10.1-192.168.10.3-53-60616-17,192.168.10.3,60616,192.168.10.1,53,17,5/7/2017 2:30,21291103,2,2,123,333,77,46,61.5,21.92031022,205,128,166.5,54.44722215,21.41739674,0.187871901,7097034.333,1.22E+07,2.12E+07,30386,2.13E+07,2.13E+07,0,2.13E+07,2.13E+07,2.13E+07,2.13E+07,0,2.13E+07,2.13E+07,0,0,0,0,40,52,0.093935951,0.093935951,46,205,100.4,67.39658745,4542.3,0,0,0,0,0,0,0,0,1,125.5,61.5,166.5,0,0,0,0,0,0,2,123,2,333,-1,-1,1,20,30386,0,30386,30386,2.12E+07,0,2.12E+07,2.12E+07,BENIGN
172.16.0.1-192.168.10.50-59176-80-6,172.16.0.1,59176,192.168.10.50,80,6,5/7/2017 10:02,102581796,14,3,2541,6,231,0,181.5,98.36333745,6,0,2,3.464101615,24.82896673,0.165721411,6411362.25,1.32E+07,5.13E+07,50,1.03E+08,7890896.923,1.43E+07,5.13E+07,248,1.03E+08,5.13E+07,2.81E+07,7.12E+07,3.14E+07,0,0,0,0,456,100,0.136476456,0.029244955,0,231,141.5,115.4547276,13329.79412,0,0,0,1,0,0,0,0,0,149.8235294,181.5,2,0,0,0,0,0,0,14,2541,3,6,29200,0,11,32,3203651,4529929.687,6406795,507,1.92E+07,1.88E+07,5.13E+07,5774286,DoS slowloris
172.16.0.1-192.168.10.50-59180-80-6,172.16.0.1,59180,192.168.10.50,80,6,5/7/2017 10:02,103593574,15,3,2541,6,231,0,169.4,105.7374106,6,0,2,3.464101615,24.58646711,0.173755951,6093739.647,1.29E+07,5.13E+07,120,1.04E+08,7399531.714,1.39E+07,5.13E+07,441,1.03E+08,5.13E+07,2.81E+07,7.12E+07,3.14E+07,0,0,0,0,496,100,0.144796626,0.028959325,0,231,134.0526316,116.8034787,13643.05263,0,0,0,1,0,0,0,0,0,141.5,169.4,2,0,0,0,0,0,0,15,2541,3,6,29200,0,11,32,3705310,5239374.163,7410107,513,1.92E+07,1.88E+07,5.13E+07,5774246,DoS slowloris
172.16.0.1-192.168.10.50-59182-80-6,172.16.0.1,59182,192.168.10.50,80,6,5/7/2017 10:02,102594190,14,3,2541,6,231,0,181.5,98.36333745,6,0,2,3.464101615,24.82596724,0.165701391,6412136.875,1.32E+07,5.13E+07,64,1.03E+08,7891850.692,1.43E+07,5.13E+07,483,1.03E+08,5.13E+07,2.81E+07,7.12E+07,3.14E+07,0,0,0,0,456,100,0.136459969,0.029241422,0,231,141.5,115.4547276,13329.79412,0,0,0,1,0,0,0,0,0,149.8235294,181.5,2,0,0,0,0,0,0,14,2541,3,6,29200,0,11,32,3205751.5,4532846.503,6410958,545,1.92E+07,1.88E+07,5.13E+07,5774222,DoS slowloris
172.16.0.1-192.168.10.50-59184-80-6,172.16.0.1,59184,192.168.10.50,80,6,5/7/2017 10:02,3001634,3,0,0,0,0,0,0,0,0,0,0,0,0,0.99945563,1500817,711588.424,2003986,997648,3001634,1500817,711588.424,2003986,997648,0,0,0,0,0,0,0,0,0,120,0,0.99945563,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,29200,-1,0,40,0,0,0,0,0,0,0,0,DoS slowloris
172.16.0.1-192.168.10.50-59188-80-6,172.16.0.1,59188,192.168.10.50,80,6,5/7/2017 10:02,3002843,3,0,0,0,0,0,0,0,0,0,0,0,0,0.999053231,1501421.5,710411.0912,2003758,999085,3002843,1501421.5,710411.0912,2003758,999085,0,0,0,0,0,0,0,0,0,120,0,0.999053231,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,29200,-1,0,40,0,0,0,0,0,0,0,0,DoS slowloris
172.16.0.1-192.168.10.50-59186-80-6,172.16.0.1,59186,192.168.10.50,80,6,5/7/2017 10:02,3002868,3,0,0,0,0,0,0,0,0,0,0,0,0,0.999044913,1501434,710335.4307,2003717,999151,3002868,1501434,710335.4307,2003717,999151,0,0,0,0,0,0,0,0,0,120,0,0.999044913,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,29200,-1,0,40,0,0,0,0,0,0,0,0,DoS slowloris
172.16.0.1-192.168.10.50-59190-80-6,172.16.0.1,59190,192.168.10.50,80,6,5/7/2017 10:02,103649679,15,3,2541,6,231,0,169.4,105.7374106,6,0,2,3.464101615,24.57315859,0.173661898,6097039.941,1.29E+07,5.13E+07,104,1.04E+08,7403541.071,1.39E+07,5.13E+07,309,1.03E+08,5.13E+07,2.80E+07,7.12E+07,3.15E+07,0,0,0,0,496,100,0.144718248,0.02894365,0,231,134.0526316,116.8034787,13643.05263,0,0,0,1,0,0,0,0,0,141.5,169.4,2,0,0,0,0,0,0,15,2541,3,6,29200,0,11,32,3705595,5239856.41,7410733,457,1.92E+07,1.88E+07,5.13E+07,5838242,DoS slowloris
172.16.0.1-192.168.10.50-59192-80-6,172.16.0.1,59192,192.168.10.50,80,6,5/7/2017 10:02,3002405,3,0,0,0,0,0,0,0,0,0,0,0,0,0.999198975,1501202.5,711348.7148,2004202,998203,3002405,1501202.5,711348.7148,2004202,998203,0,0,0,0,0,0,0,0,0,120,0,0.999198975,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,29200,-1,0,40,0,0,0,0,0,0,0,0,DoS slowloris
172.16.0.1-192.168.10.50-59194-80-6,172.16.0.1,59194,192.168.10.50,80,6,5/7/2017 10:02,103658751,15,3,2541,6,231,0,169.4,105.7374106,6,0,2,3.464101615,24.571008,0.1736467,6097573.588,1.29E+07,5.13E+07,46,1.04E+08,7404191.429,1.39E+07,5.13E+07,247,1.03E+08,5.13E+07,2.80E+07,7.12E+07,3.15E+07,0,0,0,0,496,100,0.144705583,0.028941117,0,231,134.0526316,116.8034787,13643.05263,0,0,0,1,0,0,0,0,0,141.5,169.4,2,0,0,0,0,0,0,15,2541,3,6,29200,0,11,32,3706003,5240422.095,7411541,465,1.92E+07,1.88E+07,5.13E+07,5838470,DoS slowloris
172.16.0.1-192.168.10.50-59198-80-6,172.16.0.1,59198,192.168.10.50,80,6,5/7/2017 10:02,102657892,14,3,2541,6,231,0,181.5,98.36333745,6,0,2,3.464101615,24.81056206,0.165598569,6416118.25,1.32E+07,5.13E+07,51,1.03E+08,7896754.923,1.43E+07,5.13E+07,207,1.03E+08,5.13E+07,2.80E+07,7.12E+07,3.15E+07,0,0,0,0,456,100,0.136375292,0.029223277,0,231,141.5,115.4547276,13329.79412,0,0,0,1,0,0,0,0,0,149.8235294,181.5,2,0,0,0,0,0,0,14,2541,3,6,29200,0,11,32,3205568,4532702.96,6410673,463,1.92E+07,1.88E+07,5.13E+07,5838467,DoS slowloris
172.16.0.1-192.168.10.50-59196-80-6,172.16.0.1,59196,192.168.10.50,80,6,5/7/2017 10:02,3001674,3,0,0,0,0,0,0,0,0,0,0,0,0,0.999442311,1500837,711816.1123,2004167,997507,3001674,1500837,711816.1123,2004167,997507,0,0,0,0,0,0,0,0,0,120,0,0.999442311,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,29200,-1,0,40,0,0,0,0,0,0,0,0,DoS slowloris
172.16.0.1-192.168.10.50-59200-80-6,172.16.0.1,59200,192.168.10.50,80,6,5/7/2017 10:02,3001526,3,0,0,0,0,0,0,0,0,0,0,0,0,0.999491592,1500763,711420.1326,2003813,997713,3001526,1500763,711420.1326,2003813,997713,0,0,0,0,0,0,0,0,0,120,0,0.999491592,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,29200,-1,0,40,0,0,0,0,0,0,0,0,DoS slowloris
172.16.0.1-192.168.10.50-59202-80-6,172.16.0.1,59202,192.168.10.50,80,6,5/7/2017 10:02,103618969,15,3,2541,6,231,0,169.4,105.7374106,6,0,2,3.464101615,24.58044144,0.173713367,6095233.471,1.29E+07,5.13E+07,65,1.04E+08,7401347.5,1.39E+07,5.13E+07,224,1.03E+08,5.13E+07,2.81E+07,7.12E+07,3.15E+07,0,0,0,0,496,100,0.144761139,0.028952228,0,231,134.0526316,116.8034787,13643.05263,0,0,0,1,0,0,0,0,0,141.5,169.4,2,0,0,0,0,0,0,15,2541,3,6,29200,0,11,32,3706165,5240659.683,7411871,459,1.92E+07,1.88E+07,5.13E+07,5806284,DoS slowloris
172.16.0.1-192.168.10.50-59204-80-6,172.16.0.1,59204,192.168.10.50,80,6,5/7/2017 10:02,102617987,14,3,2541,6,231,0,181.5,98.36333745,6,0,2,3.464101615,24.82021013,0.165662965,6413624.188,1.32E+07,5.13E+07,78,1.03E+08,7893683.077,1.43E+07,5.13E+07,355,1.03E+08,5.13E+07,2.81E+07,7.12E+07,3.15E+07,0,0,0,0,456,100,0.136428324,0.029234641,0,231,141.5,115.4547276,13329.79412,0,0,0,1,0,0,0,0,0,149.8235294,181.5,2,0,0,0,0,0,0,14,2541,3,6,29200,0,11,32,3205666.5,4532864.887,6410886,447,1.92E+07,1.88E+07,5.13E+07,5806280,DoS slowloris
172.16.0.1-192.168.10.50-59206-80-6,172.16.0.1,59206,192.168.10.50,80,6,5/7/2017 10:02,3001717,3,0,0,0,0,0,0,0,0,0,0,0,0,0.999427994,1500858.5,711410.9402,2003902,997815,3001717,1500858.5,711410.9402,2003902,997815,0,0,0,0,0,0,0,0,0,120,0,0.999427994,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,29200,-1,0,40,0,0,0,0,0,0,0,0,DoS slowloris
172.16.0.1-192.168.10.50-59210-80-6,172.16.0.1,59210,192.168.10.50,80,6,5/7/2017 10:02,102706493,14,3,2541,6,231,0,181.5,98.36333745,6,0,2,3.464101615,24.79882163,0.165520207,6419155.813,1.32E+07,5.14E+07,115,1.03E+08,7900490.615,1.44E+07,5.14E+07,218,1.03E+08,5.14E+07,2.80E+07,7.12E+07,3.16E+07,0,0,0,0,456,100,0.136310759,0.029209448,0,231,141.5,115.4547276,13329.79412,0,0,0,1,0,0,0,0,0,149.8235294,181.5,2,0,0,0,0,0,0,14,2541,3,6,29200,0,11,32,3205979.5,4533132.174,6411388,571,1.93E+07,1.88E+07,5.14E+07,5902270,DoS slowloris
192.168.10.16-50.7.171.161-46168-443-6,192.168.10.16,46168,50.7.171.161,443,6,5/7/2017 1:30,328,4,0,46,0,46,0,11.5,23,0,0,0,0,140243.9024,12195.12195,109.3333333,54.79355193,156,49,328,109.3333333,54.79355193,156,49,0,0,0,0,0,0,0,0,0,128,0,12195.12195,0,0,46,9.2,20.57182539,423.2,0,0,0,0,1,0,0,0,0,11.5,11.5,0,0,0,0,0,0,0,4,46,0,0,1324,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.15-196.11.125.148-56342-443-6,192.168.10.15,56342,196.11.125.148,443,6,5/7/2017 1:30,12952988,11,11,1770,6034,1380,0,160.9090909,410.4878694,2251,0,548.5454545,801.3411712,602.4864688,1.698449809,616808.9524,2158381.11,9949670,1,1.15E+07,1147949.4,3100758.996,9949670,1,1.27E+07,1269457.3,3183557.834,1.03E+07,3,0,0,0,0,232,244,0.849224905,0.849224905,0,2251,339.3043478,641.4926085,411512.7668,0,0,0,1,0,0,0,0,1,354.7272727,160.9090909,548.5454545,0,0,0,0,0,0,11,1770,11,6034,8192,144,10,20,1529824,0,1529824,1529824,9949670,0,9949670,9949670,BENIGN
192.168.10.51-199.38.164.55-56209-443-6,192.168.10.51,56209,199.38.164.55,443,6,5/7/2017 1:30,11043399,17,14,12593,6097,1665,0,740.7647059,749.6482116,1451,0,435.5,615.2950199,1692.413722,2.807106761,368113.3,1815806.83,9950326,4,1093073,68317.0625,200807.3728,816507,48,1.10E+07,847710.7692,2756813.007,9988394,4,0,0,0,0,360,288,1.539381127,1.267725634,0,1665,584.0625,695.1622664,483250.5766,0,0,0,1,0,0,0,0,0,602.9032258,740.7647059,435.5,0,0,0,0,0,0,17,12593,14,6097,29200,39420,16,20,0,0,0,0,0,0,0,0,BENIGN
172.16.0.1-192.168.10.50-59208-80-6,172.16.0.1,59208,192.168.10.50,80,6,5/7/2017 10:02,102707572,14,3,2541,6,231,0,181.5,98.36333745,6,0,2,3.464101615,24.7985611,0.165518468,6419223.25,1.32E+07,5.14E+07,67,1.03E+08,7900572.769,1.44E+07,5.14E+07,67,1.03E+08,5.14E+07,2.80E+07,7.12E+07,3.16E+07,0,0,0,0,456,100,0.136309327,0.029209141,0,231,141.5,115.4547276,13329.79412,0,0,0,1,0,0,0,0,0,149.8235294,181.5,2,0,0,0,0,0,0,14,2541,3,6,29200,0,11,32,3206505,4533858.372,6412427,583,1.93E+07,1.88E+07,5.14E+07,5902497,DoS slowloris
172.16.0.1-192.168.10.50-59212-80-6,172.16.0.1,59212,192.168.10.50,80,6,5/7/2017 10:02,105649182,16,3,2541,6,231,0,158.8125,110.5828309,6,0,2,3.464101615,24.10809011,0.179840484,5869399,1.25E+07,5.13E+07,90,1.06E+08,7043272.533,1.35E+07,5.13E+07,505,1.03E+08,5.13E+07,2.79E+07,7.10E+07,3.16E+07,0,0,0,0,536,100,0.151444618,0.028395866,0,231,127.35,117.5733925,13823.50263,0,0,0,1,0,0,0,0,0,134.0526316,158.8125,2,0,0,0,0,0,0,16,2541,3,6,29200,0,11,32,4705305.5,6653619.545,9410125,486,1.92E+07,1.88E+07,5.13E+07,5966583,DoS slowloris
172.16.0.1-192.168.10.50-59214-80-6,172.16.0.1,59214,192.168.10.50,80,6,5/7/2017 10:02,103637400,15,3,2541,6,231,0,169.4,105.7374106,6,0,2,3.464101615,24.57607003,0.173682474,6096317.647,1.29E+07,5.13E+07,68,1.04E+08,7402666.571,1.39E+07,5.13E+07,448,1.03E+08,5.13E+07,2.79E+07,7.10E+07,3.16E+07,0,0,0,0,496,100,0.144735395,0.028947079,0,231,134.0526316,116.8034787,13643.05263,0,0,0,1,0,0,0,0,0,141.5,169.4,2,0,0,0,0,0,0,15,2541,3,6,29200,0,11,32,3707416.5,5242373.003,7414334,499,1.92E+07,1.88E+07,5.13E+07,5966259,DoS slowloris
172.16.0.1-192.168.10.50-59216-80-6,172.16.0.1,59216,192.168.10.50,80,6,5/7/2017 10:02,103637391,15,3,2541,6,231,0,169.4,105.7374106,6,0,2,3.464101615,24.57607216,0.173682489,6096317.118,1.29E+07,5.13E+07,83,1.04E+08,7402664.857,1.39E+07,5.13E+07,210,1.03E+08,5.13E+07,2.79E+07,7.10E+07,3.16E+07,0,0,0,0,496,100,0.144735407,0.028947081,0,231,134.0526316,116.8034787,13643.05263,0,0,0,1,0,0,0,0,0,141.5,169.4,2,0,0,0,0,0,0,15,2541,3,6,29200,0,11,32,3707534.5,5242190.57,7414323,746,1.92E+07,1.88E+07,5.13E+07,5966268,DoS slowloris
172.16.0.1-192.168.10.50-59220-80-6,172.16.0.1,59220,192.168.10.50,80,6,5/7/2017 10:02,105581148,16,3,2541,6,231,0,158.8125,110.5828309,6,0,2,3.464101615,24.1236248,0.179956369,5865619.333,1.25E+07,5.13E+07,99,1.06E+08,7038736.6,1.35E+07,5.13E+07,681,1.03E+08,5.13E+07,2.81E+07,7.12E+07,3.14E+07,0,0,0,0,536,100,0.151542205,0.028414163,0,231,127.35,117.5733925,13823.50263,0,0,0,1,0,0,0,0,0,134.0526316,158.8125,2,0,0,0,0,0,0,16,2541,3,6,29200,0,11,32,4707306.5,6656573.838,9414215,398,1.92E+07,1.88E+07,5.13E+07,5774333,DoS slowloris
