Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.10.3-192.168.10.9-53-49429-17,192.168.10.9,49429,192.168.10.3,53,17,07/07/2017 9:00,245,2,2,162,262,81,81,81,0,131,131,131,0,1730612.245,16326.53061,81.66666667,134.5226127,237,4,4,4,0,4,4,4,4,0,4,4,0,0,0,0,64,64,8163.265306,8163.265306,81,131,101,27.38612788,750,0,0,0,0,0,0,0,0,1,126.25,81,131,0,0,0,0,0,0,2,162,2,262,-1,-1,1,32,0,0,0,0,0,0,0,0,No Label
192.168.10.3-192.168.10.9-53-56588-17,192.168.10.9,56588,192.168.10.3,53,17,07/07/2017 9:00,184,2,2,64,96,32,32,32,0,48,48,48,0,869565.2174,21739.13043,61.33333333,21.36195996,86,49,49,49,0,49,49,49,49,0,49,49,0,0,0,0,64,64,10869.56522,10869.56522,32,48,38.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,48,32,48,0,0,0,0,0,0,2,64,2,96,-1,-1,1,32,0,0,0,0,0,0,0,0,No Label
192.168.10.3-192.168.10.9-53-65512-17,192.168.10.9,65512,192.168.10.3,53,17,07/07/2017 9:00,225,2,2,162,262,81,81,81,0,131,131,131,0,1884444.444,17777.77778,75,46.7653718,129,48,48,48,0,48,48,48,48,0,48,48,0,0,0,0,64,64,8888.888889,8888.888889,81,131,101,27.38612788,750,0,0,0,0,0,0,0,0,1,126.25,81,131,0,0,0,0,0,0,2,162,2,262,-1,-1,1,32,0,0,0,0,0,0,0,0,No Label
192.168.10.5-205.174.165.73-53728-8080-6,192.168.10.5,53728,205.174.165.73,8080,6,07/07/2017 10:44,271712,28,54,109704,440,23360,0,3918,4864.576507,128,0,8.148148148,16.63754269,405370.3922,301.7901307,3354.469136,28847.96931,259774,0,271712,10063.40741,50979.67279,265147,1,270469,5103.188679,35655.54562,259774,0,0,0,0,0,572,1092,103.0502885,198.7398422,0,23360,1327.036145,3354.291541,1.13E+07,0,0,0,1,0,0,0,0,1,1343.219512,3918,8.148148148,0,0,0,0,0,0,28,109704,54,440,8192,1369,27,20,0,0,0,0,0,0,0,0,No Label
192.168.10.15-205.174.165.73-52872-8080-6,192.168.10.15,52872,205.174.165.73,8080,6,07/07/2017 10:44,95859,35,81,207875,602,18980,0,5939.285714,5536.548891,128,0,7.432098765,13.58025982,2174829.698,1210.110683,833.5565217,6996.61123,75153,0,95859,2819.382353,14390.43895,84245,6,94100,1176.25,8383.313569,75153,0,0,0,0,0,712,1632,365.1196027,844.9910806,0,18980,1781.854701,4052.869595,1.64E+07,0,0,0,1,0,0,0,0,2,1797.215517,5939.285714,7.432098765,0,0,0,0,0,0,35,207875,81,602,8192,1255,34,20,0,0,0,0,0,0,0,0,No Label
192.168.10.15-205.174.165.73-52871-8080-6,205.174.165.73,8080,192.168.10.15,52871,6,07/07/2017 10:44,32,1,1,6,6,6,6,6,0,6,6,6,0,375000,62500,32,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,31250,31250,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0,0,0,0,0,0,0,0,No Label
192.168.10.15-205.174.165.73-52872-8080-6,205.174.165.73,8080,192.168.10.15,52872,6,07/07/2017 10:44,54,1,1,6,6,6,6,6,0,6,6,6,0,222222.2222,37037.03704,54,0,54,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,18518.51852,18518.51852,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,0,0,0,0,0,0,1,6,1,6,1255,256,0,20,0,0,0,0,0,0,0,0,No Label
192.168.10.5-205.174.165.73-53727-8080-6,205.174.165.73,8080,192.168.10.5,53727,6,07/07/2017 10:44,78,1,1,6,6,6,6,6,0,6,6,6,0,153846.1538,25641.02564,78,0,78,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,12820.51282,12820.51282,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0,0,0,0,0,0,0,0,No Label
192.168.10.5-205.174.165.73-53728-8080-6,205.174.165.73,8080,192.168.10.5,53728,6,07/07/2017 10:44,48,1,1,6,6,6,6,6,0,6,6,6,0,250000,41666.66667,48,0,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20833.33333,20833.33333,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,0,0,0,0,0,0,1,6,1,6,1369,256,0,20,0,0,0,0,0,0,0,0,No Label
192.168.10.9-205.174.165.73-4086-8080-6,205.174.165.73,8080,192.168.10.9,4086,6,07/07/2017 10:44,49,1,1,6,6,6,6,6,0,6,6,6,0,244897.9592,40816.32653,49,0,49,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20408.16327,20408.16327,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0,0,0,0,0,0,0,0,No Label
