Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.10.9-34.206.24.78-5990-443-6,192.168.10.9,5990,34.206.24.78,443,6,04/07/2017 1:13,61977276,17,14,1352,5595,516,0,79.52941176,172.1671127,4096,0,399.6428571,1091.206573,112.0894697,0.500183325,2065909.2,4014444.107,1.00E+07,54,6.20E+07,3873579.75,4902282.342,1.01E+07,36244,6.19E+07,4763504.077,5097699.065,1.01E+07,978,0,0,0,0,352,364,0.274294082,0.225889244,0,4096,217.09375,735.9249769,541585.5716,0,0,0,1,0,0,0,0,0,224.0967742,79.52941176,399.6428571,0,0,0,0,0,0,17,1352,14,5595,8192,118,10,20,346227.1667,723601.2357,1823272,50755,9956816.667,101140.4719,1.00E+07,9750522,No Label
192.168.10.9-34.206.24.78-5972-443-6,34.206.24.78,443,192.168.10.9,5972,6,04/07/2017 1:14,16494,2,0,0,0,0,0,0,0,0,0,0,0,0,121.2562144,16494,0,16494,16494,16494,16494,0,16494,16494,0,0,0,0,0,0,0,0,0,52,0,121.2562144,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,124,-1,0,20,0,0,0,0,0,0,0,0,No Label
192.168.10.9-54.200.191.194-5973-443-6,192.168.10.9,5973,54.200.191.194,443,6,04/07/2017 1:13,62594720,17,16,2647,5325,1193,0,155.7058824,326.8904183,1492,0,332.8125,533.2030531,127.3589849,0.527201016,1956085,3910848.181,1.00E+07,41,6.26E+07,3912170,4901041.796,1.01E+07,84620,6.25E+07,4167321.667,5003108.219,1.01E+07,269,0,0,0,0,364,404,0.271588402,0.255612614,0,1492,234.4705882,436.5665096,190590.3173,0,0,0,1,0,0,0,0,0,241.5757576,155.7058824,332.8125,0,0,0,0,0,0,17,2647,16,5325,8192,142,11,20,392838.5,755401.3328,1934795,84313,9965463.667,80822.23376,1.00E+07,9800542,No Label
192.168.10.9-52.34.21.36-5981-443-6,192.168.10.9,5981,52.34.21.36,443,6,04/07/2017 1:13,62110859,15,15,789,5706,463,0,52.6,127.1628877,1460,0,380.4,578.3608365,104.5710864,0.483007327,2141753.759,4070574.555,1.00E+07,49,6.21E+07,4436489.929,5037614.465,1.01E+07,22231,6.20E+07,4430479.143,5089574.978,1.01E+07,49,0,0,0,0,312,304,0.241503664,0.241503664,0,1460,209.516129,438.2031394,192021.9914,0,0,0,1,0,0,0,0,1,216.5,52.6,380.4,0,0,0,0,0,0,15,789,15,5706,8192,31088,9,20,336907.1667,619866.8208,1602205,83699,9967957,83039.25894,1.00E+07,9798558,No Label
192.168.10.9-50.18.251.157-5935-443-6,192.168.10.9,5935,50.18.251.157,443,6,04/07/2017 1:13,63860686,17,15,3082,7182,1029,0,181.2941176,358.0872388,1646,0,478.8,694.0430411,160.7248629,0.501090765,2060022.129,3949311.881,1.00E+07,95,6.39E+07,3991292.875,4854364.478,1.01E+07,87800,6.38E+07,4555201.214,4996812.97,1.01E+07,230,0,0,0,0,352,304,0.266204469,0.234886296,0,1646,311.030303,547.7350799,300013.7178,0,0,0,1,0,0,0,0,0,320.75,181.2941176,478.8,0,0,0,0,0,0,17,3082,15,7182,8192,34986,11,20,650543.3333,1378885.709,3465182,87534,9966489,82366.6894,1.00E+07,9798551,No Label
192.168.10.9-34.199.152.243-6039-443-6,192.168.10.9,6039,34.199.152.243,443,6,04/07/2017 1:13,60680224,13,14,2009,4344,1691,0,154.5384615,465.4624252,1492,0,310.2857143,545.7101835,104.6963835,0.44495551,2333854.769,4237523.202,1.00E+07,3,6.07E+07,5056685.333,5123740.273,1.01E+07,47996,6.06E+07,4663800.231,5105970.76,1.01E+07,220,0,0,0,0,284,352,0.214237838,0.230717672,0,1691,226.8928571,497.7042361,247709.5066,0,0,0,1,0,0,0,0,1,235.2962963,154.5384615,310.2857143,0,0,0,0,0,0,13,2009,14,4344,8192,132,8,20,194743,352933.7685,915166,50513,9918599.833,123881.6,1.00E+07,9735056,No Label
192.168.10.9-34.224.150.157-6025-443-6,192.168.10.9,6025,34.224.150.157,443,6,04/07/2017 1:13,61142272,15,16,820,5429,498,0,54.66666667,135.0024691,1460,0,339.3125,557.9212273,102.2042491,0.507014198,2038075.733,4026256.907,1.00E+07,28,6.11E+07,4367305.143,5059537.471,1.01E+07,22977,6.11E+07,4072755.933,5014349.241,1.01E+07,50,0,0,0,0,324,404,0.245329451,0.261684747,0,1460,195.28125,424.6798593,180352.9829,0,0,0,1,0,0,0,0,1,201.5806452,54.66666667,339.3125,0,0,0,0,0,0,15,820,16,5429,8192,114,9,20,217274.6667,408488.3518,1051098,50358,9953245.167,110659.8084,1.00E+07,9727505,No Label
192.168.10.9-34.199.158.179-5993-443-6,192.168.10.9,5993,34.199.158.179,443,6,04/07/2017 1:13,62168196,21,22,10683,6794,4380,0,508.7142857,1136.740522,1460,0,308.8181818,490.7207174,281.1244515,0.691671993,1480195.143,3503588.002,1.00E+07,14,6.22E+07,3108409.8,4629721.683,1.01E+07,14,6.21E+07,2957950.619,4570183.828,1.01E+07,48,0,0,0,0,468,524,0.337793299,0.353878694,0,4380,397.2045455,855.7776982,732355.4688,0,0,0,1,0,0,0,0,1,406.4418605,508.7142857,308.8181818,0,0,0,0,0,0,21,10683,22,6794,8192,201,13,20,362057.6667,762339.1934,1918176,50641,9956037.667,102987.4991,1.00E+07,9745965,No Label
192.168.10.9-35.163.120.225-6032-443-6,192.168.10.9,6032,35.163.120.225,443,6,04/07/2017 1:13,60798020,13,11,856,3395,506,0,65.84615385,148.1872949,2713,0,308.6363636,817.0746934,69.92004016,0.394749697,2643392.174,4434930.864,1.00E+07,41,6.08E+07,5066501.667,5168989.362,1.01E+07,9196,6.07E+07,6071167.8,5093139.825,1.01E+07,1933,0,0,0,0,272,224,0.213822753,0.180926945,0,2713,170.04,552.3046019,305040.3733,0,0,0,1,0,0,0,0,0,177.125,65.84615385,308.6363636,0,0,0,0,0,0,13,856,11,3395,8192,31088,8,20,190518.3333,256855.3172,714822,85442,9942432.167,148682.6905,1.00E+07,9639069,No Label
192.168.10.9-13.56.48.226-6038-443-6,192.168.10.9,6038,13.56.48.226,443,6,04/07/2017 1:13,61832801,17,15,1791,4334,1460,0,105.3529412,353.3765593,1577,0,288.9333333,581.0920098,99.05745658,0.517524671,1994606.484,3968912.336,1.00E+07,3,6.18E+07,3864550.063,4937804.196,1.01E+07,3,6.17E+07,4410412.286,5104486.82,1.01E+07,252,0,0,0,0,352,304,0.274934982,0.24258969,0,1577,185.6060606,468.6895921,219669.9337,0,0,0,1,0,0,0,0,0,191.40625,105.3529412,288.9333333,0,0,0,0,0,0,17,1791,15,4334,8192,32120,10,20,317162,564243.9889,1468920,86520,9962486.5,94129.32865,1.00E+07,9770541,No Label
192.168.10.9-34.203.49.129-6033-443-6,192.168.10.9,6033,34.203.49.129,443,6,04/07/2017 1:13,62361929,15,16,741,6045,418,0,49.4,116.644025,1460,0,377.8125,582.9918489,108.8163902,0.497098157,2078730.967,4012285.537,1.00E+07,16,6.24E+07,4454423.5,4991358,1.01E+07,28255,6.23E+07,4154046.733,4987078.676,1.01E+07,49,0,0,0,0,312,324,0.240531367,0.256566791,0,1460,212.0625,446.1339259,199035.4798,0,0,0,1,0,0,0,0,1,218.9032258,49.4,377.8125,0,0,0,0,0,0,15,741,16,6045,8192,31088,9,20,329101,681949.218,1721124,50570,9961919.167,88946.7103,1.00E+07,9780534,No Label
192.168.10.9-54.183.83.241-5919-443-6,192.168.10.9,5919,54.183.83.241,443,6,04/07/2017 1:13,66151674,28,24,5079,9138,481,0,181.3928571,213.1918523,1460,0,380.75,411.896172,214.9151963,0.786072322,1297091.647,3200622.761,1.00E+07,3,6.62E+07,2450062,4137407.805,1.01E+07,81689,6.61E+07,2872320.565,4391394.708,1.01E+07,3,0,0,0,0,572,564,0.423269712,0.36280261,0,1460,268.245283,331.5540277,109928.0733,0,0,0,1,0,0,0,0,0,273.4038462,181.3928571,380.75,0,0,0,0,0,0,28,5079,24,9138,8192,156,19,20,997341,2228098.981,5545429,87695,9965067.667,85628.5163,1.00E+07,9790464,No Label
172.16.0.1-192.168.10.50-47948-22-6,172.16.0.1,47948,192.168.10.50,22,6,04/07/2017 2:26,10900990,21,32,2008,2745,640,0,95.61904762,140.0451628,976,0,85.78125,220.240592,436.0154445,4.861943732,209634.4231,560677.9948,2011870,3,9224561,461228.05,813702.8071,2077532,595,1.09E+07,351640.6452,694915.262,2011870,3,0,0,0,0,680,1032,1.926430535,2.935513197,0,976,88.01851852,189.5902723,35944.47135,0,0,0,1,0,0,0,0,1,89.67924528,95.61904762,85.78125,0,0,0,0,0,0,21,2008,32,2745,29200,247,16,32,0,0,0,0,0,0,0,0,No Label
172.16.0.1-192.168.10.50-47932-22-6,172.16.0.1,47932,192.168.10.50,22,6,04/07/2017 2:26,82,1,1,0,0,0,0,0,0,0,0,0,0,0,24390.2439,82,0,82,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,12195.12195,12195.12195,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,259,247,0,32,0,0,0,0,0,0,0,0,No Label
172.16.0.1-192.168.10.50-47934-22-6,172.16.0.1,47934,192.168.10.50,22,6,04/07/2017 2:26,67,1,1,0,0,0,0,0,0,0,0,0,0,0,29850.74627,67,0,67,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,14925.37313,14925.37313,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,259,247,0,32,0,0,0,0,0,0,0,0,No Label
172.16.0.1-192.168.10.50-47930-22-6,172.16.0.1,47930,192.168.10.50,22,6,04/07/2017 2:26,71,1,1,0,0,0,0,0,0,0,0,0,0,0,28169.01408,71,0,71,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,14084.50704,14084.50704,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,259,247,0,32,0,0,0,0,0,0,0,0,No Label
172.16.0.1-192.168.10.50-47928-22-6,172.16.0.1,47928,192.168.10.50,22,6,04/07/2017 2:26,109,1,1,0,0,0,0,0,0,0,0,0,0,0,18348.62385,109,0,109,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,9174.311927,9174.311927,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,259,247,0,32,0,0,0,0,0,0,0,0,No Label
172.16.0.1-192.168.10.50-47946-22-6,172.16.0.1,47946,192.168.10.50,22,6,04/07/2017 2:26,11365139,21,32,2008,2745,640,0,95.61904762,140.0451628,976,0,85.78125,220.240592,418.2086994,4.663383351,218560.3654,588711.1782,2128232,4,9824608,491230.4,867008.3555,2181702,336,1.14E+07,366614.0645,730194.6507,2128232,4,0,0,0,0,680,1032,1.847755668,2.815627684,0,976,88.01851852,189.5902723,35944.47135,0,0,0,1,0,0,0,0,1,89.67924528,95.61904762,85.78125,0,0,0,0,0,0,21,2008,32,2745,29200,247,16,32,0,0,0,0,0,0,0,0,No Label
